State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn?
SD,93,415,333-3595,no,no,0,176.100000,103,29.940000,199.700000,130,16.970000,263.900000,96,11.880000,8.500000,6,2.300000,2,False.
NJ,147,415,379-7009,no,yes,36,254.200000,78,43.210000,228.100000,105,19.390000,98.000000,125,4.410000,13.800000,7,3.730000,5,False.
AK,101,510,411-4940,no,no,0,174.900000,105,29.730000,262.000000,75,22.270000,210.000000,93,9.450000,8.500000,5,2.300000,1,False.
CT,125,415,409-7523,yes,no,0,187.300000,118,31.840000,160.700000,111,13.660000,263.800000,112,11.870000,9.600000,2,2.590000,0,True.
CO,63,415,408-6725,no,no,0,211.800000,84,36.010000,230.900000,137,19.630000,217.100000,99,9.770000,10.700000,9,2.890000,3,False.
MD,107,415,350-2384,no,no,0,241.900000,102,41.120000,126.900000,117,10.790000,185.600000,92,8.350000,11.700000,6,3.160000,0,False.
ND,110,408,348-1706,no,no,0,196.100000,103,33.340000,199.700000,123,16.970000,135.900000,71,6.120000,12.900000,1,3.480000,3,False.
NH,83,415,415-6145,no,no,0,231.300000,100,39.320000,210.400000,84,17.880000,217.400000,106,9.780000,12.400000,2,3.350000,3,False.
MN,117,408,373-3731,no,no,0,161.600000,104,27.470000,196.300000,119,16.690000,294.800000,111,13.270000,13.800000,2,3.730000,1,False.
KY,124,415,341-3349,no,no,0,194.000000,103,32.980000,241.000000,116,20.490000,227.500000,153,10.240000,11.900000,5,3.210000,0,False.
NH,115,510,399-8859,no,no,0,109.700000,148,18.650000,223.800000,87,19.020000,240.300000,96,10.810000,15.400000,8,4.160000,3,False.
CO,156,408,377-4518,yes,no,0,277.000000,119,47.090000,238.300000,106,20.260000,94.400000,96,4.250000,8.300000,3,2.240000,1,False.
KY,89,408,341-1594,no,no,0,192.100000,83,32.660000,163.600000,88,13.910000,169.700000,138,7.640000,6.100000,3,1.650000,0,False.
KY,72,415,418-8770,no,no,0,198.400000,147,33.730000,216.900000,121,18.440000,112.800000,125,5.080000,13.100000,4,3.540000,0,False.
IN,101,415,332-9118,no,yes,42,209.200000,82,35.560000,159.700000,74,13.570000,181.600000,100,8.170000,9.500000,3,2.570000,0,False.
OR,53,415,386-1418,no,no,0,184.800000,98,31.420000,216.400000,125,18.390000,141.100000,116,6.350000,18.400000,3,4.970000,2,False.
SD,116,408,393-3535,no,no,0,167.800000,119,28.530000,142.000000,123,12.070000,190.700000,128,8.580000,7.300000,4,1.970000,2,False.
DE,78,408,328-9006,no,no,0,139.200000,140,23.660000,191.400000,113,16.270000,286.500000,125,12.890000,11.800000,3,3.190000,3,False.
OR,117,415,402-2482,no,yes,17,221.300000,82,37.620000,167.600000,100,14.250000,262.700000,87,11.820000,4.400000,4,1.190000,0,False.
NE,56,510,408-4865,no,no,0,121.600000,84,20.670000,165.300000,115,14.050000,243.900000,95,10.980000,8.900000,2,2.400000,1,False.
OH,123,408,396-6247,no,yes,39,270.400000,99,45.970000,245.100000,110,20.830000,108.900000,113,4.900000,15.400000,7,4.160000,1,False.
OH,127,408,396-9462,no,no,0,139.600000,94,23.730000,240.900000,112,20.480000,127.100000,88,5.720000,8.800000,4,2.380000,2,False.
AR,116,415,396-9279,no,yes,23,253.000000,78,43.010000,138.900000,121,11.810000,277.800000,104,12.500000,11.800000,3,3.190000,2,False.
KS,138,510,363-8715,no,yes,26,183.900000,83,31.260000,240.700000,93,20.460000,185.700000,125,8.360000,15.000000,3,4.050000,1,False.
TX,120,415,356-1358,no,no,0,203.300000,108,34.560000,259.900000,66,22.090000,115.900000,103,5.220000,7.800000,2,2.110000,3,False.
WI,102,408,360-7839,no,no,0,200.600000,106,34.100000,152.500000,127,12.960000,199.400000,128,8.970000,7.700000,2,2.080000,3,False.
OR,95,415,364-8774,no,no,0,167.600000,96,28.490000,176.000000,89,14.960000,250.900000,113,11.290000,13.400000,6,3.620000,2,False.
VA,102,408,348-5038,no,no,0,156.500000,67,26.610000,204.300000,103,17.370000,141.900000,72,6.390000,9.900000,2,2.670000,2,False.
AR,89,415,365-4728,no,yes,25,215.100000,140,36.570000,197.400000,69,16.780000,162.100000,117,7.290000,10.600000,10,2.860000,1,False.
CT,50,408,351-9037,no,no,0,301.700000,82,51.290000,167.100000,118,14.200000,72.200000,89,3.250000,10.500000,6,2.840000,1,False.
OH,93,415,397-9184,no,yes,42,152.300000,90,25.890000,267.500000,102,22.740000,266.900000,130,12.010000,11.300000,5,3.050000,7,False.
WY,68,510,398-4538,no,no,0,195.400000,116,33.220000,212.100000,101,18.030000,138.400000,134,6.230000,15.100000,11,4.080000,1,False.
IL,70,408,382-6827,no,no,0,208.700000,97,35.480000,275.500000,83,23.420000,182.500000,122,8.210000,8.000000,3,2.160000,2,False.
MO,138,415,408-1340,no,yes,29,190.100000,87,32.320000,223.200000,123,18.970000,256.200000,130,11.530000,14.200000,6,3.830000,0,False.
DC,141,415,333-9511,no,yes,37,185.400000,87,31.520000,178.500000,128,15.170000,218.300000,107,9.820000,8.000000,3,2.160000,4,False.
MA,112,415,358-7379,no,yes,17,183.200000,95,31.140000,252.800000,125,21.490000,156.700000,95,7.050000,9.700000,3,2.620000,0,False.
NH,117,510,397-1766,yes,no,0,54.200000,100,9.210000,303.200000,84,25.770000,171.800000,84,7.730000,8.600000,2,2.320000,1,True.
IA,1,408,331-2144,no,yes,26,208.000000,115,35.360000,185.000000,113,15.730000,177.700000,144,8.000000,8.100000,9,2.190000,1,False.
AL,70,415,345-7014,no,no,0,230.300000,110,39.150000,77.900000,87,6.620000,247.100000,105,11.120000,13.200000,4,3.560000,1,False.
OR,87,510,395-1898,no,yes,22,240.800000,102,40.940000,75.900000,106,6.450000,224.600000,115,10.110000,7.100000,3,1.920000,2,False.
WV,52,510,373-8920,no,yes,21,195.700000,119,33.270000,106.200000,95,9.030000,157.400000,94,7.080000,5.300000,3,1.430000,2,False.
WA,97,408,373-8908,no,no,0,276.100000,82,46.940000,201.100000,106,17.090000,231.300000,73,10.410000,8.900000,4,2.400000,0,True.
NV,105,408,415-1203,no,no,0,166.100000,93,28.240000,175.900000,106,14.950000,243.500000,55,10.960000,16.200000,3,4.370000,2,False.
SC,77,510,369-7017,no,yes,28,135.900000,117,23.100000,244.500000,102,20.780000,207.500000,74,9.340000,11.500000,3,3.110000,4,True.
NC,80,415,420-8435,yes,no,0,189.100000,122,32.150000,223.200000,92,18.970000,269.000000,116,12.110000,13.900000,3,3.750000,2,True.
NH,120,510,395-2579,no,yes,43,177.900000,117,30.240000,175.100000,70,14.880000,161.300000,117,7.260000,11.500000,4,3.110000,1,False.
WY,54,408,405-7850,no,yes,39,143.900000,73,24.460000,210.300000,117,17.880000,129.200000,117,5.810000,12.500000,8,3.380000,2,False.
FL,148,510,394-7710,yes,no,0,148.200000,138,25.190000,159.600000,123,13.570000,197.400000,62,8.880000,8.600000,3,2.320000,2,False.
PA,119,408,342-4122,no,no,0,287.100000,115,48.810000,159.300000,99,13.540000,216.800000,86,9.760000,13.900000,1,3.750000,2,True.
NC,162,408,340-1876,no,yes,26,179.700000,144,30.550000,218.100000,129,18.540000,212.300000,105,9.550000,9.300000,8,2.510000,1,True.
MO,85,510,383-6095,no,no,0,165.800000,96,28.190000,190.000000,141,16.150000,144.000000,116,6.480000,10.900000,3,2.940000,5,True.
KS,101,510,413-1061,no,yes,25,144.100000,144,24.500000,167.600000,105,14.250000,240.000000,107,10.800000,14.500000,3,3.920000,1,False.
KY,172,415,343-5347,no,no,0,172.500000,85,29.330000,253.100000,71,21.510000,221.600000,113,9.970000,5.900000,6,1.590000,0,False.
DE,80,415,376-4861,no,no,0,199.800000,138,33.970000,167.100000,91,14.200000,271.800000,94,12.230000,5.500000,4,1.490000,1,False.
WI,67,510,417-2265,no,no,0,109.100000,134,18.550000,142.300000,76,12.100000,91.200000,86,4.100000,10.900000,5,2.940000,2,False.
CO,86,408,419-7415,no,no,0,171.800000,106,29.210000,301.700000,44,25.640000,139.400000,108,6.270000,9.700000,5,2.620000,1,False.
NM,107,415,407-2259,no,no,0,222.300000,101,37.790000,286.000000,111,24.310000,249.400000,117,11.220000,12.100000,4,3.270000,1,True.
DE,133,510,333-2906,no,no,0,245.800000,102,41.790000,264.700000,90,22.500000,111.700000,103,5.030000,11.200000,7,3.020000,0,False.
IL,116,510,360-7477,no,no,0,164.600000,110,27.980000,270.600000,103,23.000000,230.400000,109,10.370000,8.000000,3,2.160000,0,False.
WA,63,408,342-5243,no,no,0,211.700000,107,35.990000,271.700000,77,23.090000,203.300000,108,9.150000,7.400000,7,2.000000,0,False.
MA,119,408,417-3999,yes,yes,16,147.200000,103,25.020000,160.100000,96,13.610000,184.000000,120,8.280000,7.700000,2,2.080000,0,True.
OH,133,408,379-1720,yes,no,0,254.700000,103,43.300000,252.200000,80,21.440000,178.100000,103,8.010000,8.000000,3,2.160000,0,True.
TN,94,408,368-3117,yes,no,0,170.100000,113,28.920000,271.800000,94,23.100000,110.700000,78,4.980000,8.700000,4,2.350000,1,False.
MA,69,510,352-5000,no,no,0,195.100000,91,33.170000,261.500000,57,22.230000,203.800000,90,9.170000,11.400000,5,3.080000,0,False.
MI,146,408,405-7676,no,no,0,149.300000,83,25.380000,187.100000,130,15.900000,149.800000,100,6.740000,7.900000,4,2.130000,7,True.
TX,119,510,361-2349,no,no,0,81.900000,75,13.920000,253.800000,114,21.570000,213.100000,125,9.590000,8.900000,1,2.400000,2,True.
NH,142,408,383-2901,yes,yes,25,191.100000,109,32.490000,149.600000,120,12.720000,227.800000,60,10.250000,9.800000,3,2.650000,0,False.
MD,123,408,369-7049,no,no,0,206.900000,115,35.170000,224.400000,86,19.070000,197.400000,60,8.880000,8.300000,2,2.240000,3,False.
MS,101,408,387-5533,no,no,0,239.000000,156,40.630000,273.000000,106,23.210000,278.200000,93,12.520000,13.500000,8,3.650000,1,True.
AZ,43,415,362-3660,no,no,0,179.300000,97,30.480000,252.700000,126,21.480000,227.500000,114,10.240000,8.000000,5,2.160000,0,False.
IN,69,408,357-3577,no,no,0,185.300000,91,31.500000,219.100000,88,18.620000,243.600000,107,10.960000,5.500000,5,1.490000,0,False.
NY,15,510,394-3312,yes,no,0,141.400000,80,24.040000,123.900000,76,10.530000,323.500000,88,14.560000,8.100000,3,2.190000,2,False.
WI,107,510,395-8330,no,yes,25,248.600000,91,42.260000,119.300000,115,10.140000,194.300000,83,8.740000,12.000000,1,3.240000,1,False.
WV,67,510,373-8895,no,no,0,152.500000,131,25.930000,252.400000,107,21.450000,185.400000,104,8.340000,4.900000,3,1.320000,2,False.
NY,99,415,386-4581,no,no,0,145.600000,102,24.750000,230.900000,87,19.630000,181.500000,86,8.170000,11.400000,7,3.080000,1,False.
OK,46,415,354-8191,no,no,0,164.200000,116,27.910000,196.200000,153,16.680000,236.100000,119,10.620000,8.100000,1,2.190000,1,False.
NC,55,408,359-7562,yes,no,0,221.000000,115,37.570000,165.400000,97,14.060000,235.400000,117,10.590000,9.700000,4,2.620000,1,False.
KY,39,415,359-4336,no,no,0,295.400000,126,50.220000,232.100000,117,19.730000,204.400000,123,9.200000,11.500000,2,3.110000,1,True.
TX,92,510,336-9901,no,no,0,139.800000,98,23.770000,174.900000,143,14.870000,201.600000,135,9.070000,9.400000,7,2.540000,2,False.
CT,56,415,406-3069,no,no,0,162.300000,99,27.590000,149.100000,78,12.670000,255.500000,115,11.500000,14.800000,1,4.000000,4,True.
NE,76,415,334-6519,no,no,0,272.700000,97,46.360000,236.400000,95,20.090000,235.500000,105,10.600000,7.700000,2,2.080000,0,True.
HI,132,408,361-8113,yes,yes,33,200.300000,75,34.050000,226.600000,67,19.260000,198.800000,91,8.950000,12.900000,3,3.480000,2,False.
SC,140,510,347-9769,no,yes,28,157.100000,77,26.710000,172.400000,97,14.650000,184.500000,94,8.300000,11.100000,9,3.000000,1,False.
AK,51,510,352-9130,yes,yes,12,135.800000,60,23.090000,200.600000,134,17.050000,192.400000,98,8.660000,12.300000,7,3.320000,2,False.
SD,27,408,378-4557,no,no,0,236.700000,110,40.240000,231.900000,92,19.710000,164.700000,85,7.410000,12.700000,6,3.430000,1,False.
ID,224,510,360-8919,no,no,0,111.400000,133,18.940000,175.000000,66,14.880000,217.200000,106,9.770000,5.500000,6,1.490000,3,False.
OK,105,510,405-4109,yes,yes,28,156.100000,89,26.540000,107.100000,114,9.100000,167.700000,95,7.550000,14.700000,3,3.970000,0,True.
WA,117,408,381-2498,no,no,0,191.100000,93,32.490000,282.800000,56,24.040000,84.800000,118,3.820000,12.000000,4,3.240000,2,False.
SD,91,415,357-5696,no,no,0,153.000000,123,26.010000,141.100000,127,11.990000,171.500000,76,7.720000,10.300000,15,2.780000,1,True.
OH,135,415,412-2947,no,no,0,218.800000,123,37.200000,242.800000,64,20.640000,85.800000,80,3.860000,10.300000,3,2.780000,4,False.
VA,146,415,363-3571,no,no,0,205.400000,101,34.920000,134.900000,77,11.470000,310.500000,83,13.970000,10.300000,2,2.780000,3,False.
WI,147,415,405-5403,yes,no,0,225.200000,111,38.280000,184.900000,98,15.720000,143.200000,146,6.440000,9.900000,1,2.670000,0,True.
IN,68,510,330-9354,no,no,0,249.900000,127,42.480000,254.500000,118,21.630000,273.200000,98,12.290000,8.900000,6,2.400000,2,True.
NM,68,408,396-7091,no,no,0,131.600000,89,22.370000,137.000000,109,11.650000,256.300000,107,11.530000,10.200000,5,2.750000,3,False.
HI,86,408,398-3004,no,yes,21,197.900000,99,33.640000,165.600000,100,14.080000,208.000000,120,9.360000,10.100000,9,2.730000,0,False.
KY,131,415,400-4020,no,no,0,166.500000,129,28.310000,210.200000,107,17.870000,257.200000,93,11.570000,9.900000,5,2.670000,1,False.
OH,86,415,356-3448,no,yes,29,225.400000,79,38.320000,187.100000,112,15.900000,281.100000,112,12.650000,12.900000,3,3.480000,1,False.
VT,159,415,335-2019,no,no,0,275.800000,103,46.890000,189.500000,108,16.110000,223.900000,93,10.080000,7.400000,5,2.000000,2,True.
AZ,134,415,332-6633,no,yes,40,142.900000,105,24.290000,88.600000,61,7.530000,290.000000,96,13.050000,10.800000,6,2.920000,1,False.
VT,113,510,359-7648,no,no,0,207.200000,113,35.220000,256.000000,80,21.760000,211.000000,87,9.490000,9.900000,1,2.670000,1,False.
MO,132,408,412-9190,no,no,0,206.200000,100,35.050000,211.200000,118,17.950000,196.200000,122,8.830000,10.200000,6,2.750000,1,False.
AL,85,415,368-9007,no,no,0,210.300000,66,35.750000,195.800000,76,16.640000,221.600000,82,9.970000,11.200000,7,3.020000,1,False.
NJ,93,510,384-5632,yes,yes,38,225.700000,117,38.370000,119.600000,122,10.170000,193.200000,125,8.690000,14.000000,7,3.780000,1,True.
WA,174,408,352-6068,no,yes,33,167.800000,91,28.530000,205.300000,91,17.450000,130.000000,132,5.850000,14.500000,4,3.920000,4,True.
NY,61,415,343-9645,no,no,0,197.700000,118,33.610000,152.200000,96,12.940000,221.000000,93,9.950000,7.000000,3,1.890000,2,False.
DC,91,415,384-7873,no,yes,39,169.800000,105,28.870000,65.200000,116,5.540000,144.400000,92,6.500000,10.900000,4,2.940000,1,False.
NE,88,408,396-2187,no,yes,28,190.600000,104,32.400000,237.300000,105,20.170000,211.600000,116,9.520000,9.800000,1,2.650000,2,False.
MA,88,408,383-5109,no,yes,45,80.300000,140,13.650000,153.300000,101,13.030000,309.200000,123,13.910000,12.800000,3,3.460000,2,False.
VT,195,415,377-7843,no,yes,36,231.700000,110,39.390000,225.100000,88,19.130000,201.700000,89,9.080000,12.100000,2,3.270000,0,False.
NM,182,415,382-7999,no,no,0,69.100000,114,11.750000,230.300000,109,19.580000,256.700000,96,11.550000,6.500000,4,1.760000,0,False.
CO,118,408,328-1222,no,no,0,188.800000,60,32.100000,217.400000,64,18.480000,220.100000,100,9.900000,8.200000,7,2.210000,4,False.
NH,103,408,371-1727,no,no,0,150.600000,125,25.600000,169.100000,126,14.370000,221.200000,104,9.950000,10.400000,8,2.810000,8,True.
IL,65,510,369-8871,no,no,0,192.000000,89,32.640000,139.500000,88,11.860000,187.400000,102,8.430000,5.500000,4,1.490000,2,False.
UT,61,408,335-9726,no,yes,25,163.700000,78,27.830000,113.200000,112,9.620000,134.100000,118,6.030000,9.900000,3,2.670000,3,False.
WV,172,415,357-3709,no,no,0,211.700000,100,35.990000,198.700000,101,16.890000,301.700000,136,13.580000,6.500000,9,1.760000,1,False.
NJ,72,415,422-9964,no,no,0,175.500000,103,29.840000,132.300000,120,11.250000,242.900000,96,10.930000,11.800000,3,3.190000,1,False.
NM,113,510,366-9211,no,no,0,150.100000,120,25.520000,200.100000,85,17.010000,266.700000,105,12.000000,11.000000,3,2.970000,2,False.
ND,177,408,384-9033,no,no,0,189.500000,99,32.220000,176.300000,117,14.990000,225.900000,112,10.170000,14.200000,2,3.830000,1,False.
WA,100,408,382-4932,no,no,0,70.800000,94,12.040000,215.600000,102,18.330000,230.800000,125,10.390000,9.500000,1,2.570000,6,True.
NM,67,415,404-7518,no,no,0,215.500000,102,36.640000,190.700000,95,16.210000,214.500000,106,9.650000,8.600000,6,2.320000,1,False.
DE,136,415,353-1954,no,no,0,101.700000,105,17.290000,202.800000,99,17.240000,136.200000,119,6.130000,9.400000,6,2.540000,3,False.
GA,71,415,391-7166,no,no,0,258.400000,132,43.930000,126.800000,119,10.780000,182.400000,87,8.210000,9.700000,8,2.620000,4,False.
HI,134,408,370-9000,no,no,0,242.400000,126,41.210000,152.900000,115,13.000000,318.300000,115,14.320000,11.800000,6,3.190000,1,False.
CT,124,415,332-3642,no,no,0,131.800000,82,22.410000,284.300000,119,24.170000,305.500000,101,13.750000,11.300000,2,3.050000,1,False.
NJ,84,415,412-3898,no,no,0,190.200000,102,32.330000,197.700000,141,16.800000,247.500000,102,11.140000,9.800000,6,2.650000,2,False.
ME,39,408,366-5640,no,no,0,154.100000,104,26.200000,204.200000,112,17.360000,196.200000,92,8.830000,9.800000,4,2.650000,2,False.
OK,110,510,356-2302,no,no,0,188.000000,127,31.960000,90.500000,118,7.690000,150.300000,64,6.760000,15.300000,3,4.130000,3,False.
TN,102,510,345-9018,no,no,0,103.100000,70,17.530000,275.000000,129,23.380000,141.100000,92,6.350000,11.200000,5,3.020000,1,False.
WY,70,415,365-6205,no,no,0,175.400000,130,29.820000,159.500000,130,13.560000,260.600000,96,11.730000,11.600000,4,3.130000,0,False.
NY,142,415,337-1151,no,no,0,145.400000,93,24.720000,209.100000,98,17.770000,214.000000,96,9.630000,10.900000,1,2.940000,1,False.
DE,81,510,374-4664,yes,no,0,250.600000,85,42.600000,187.900000,50,15.970000,120.300000,131,5.410000,7.800000,5,2.110000,1,False.
RI,17,415,396-9656,no,no,0,161.500000,123,27.460000,214.200000,81,18.210000,315.000000,106,14.180000,8.600000,5,2.320000,1,False.
PA,119,408,377-5043,no,no,0,260.100000,101,44.220000,256.500000,68,21.800000,229.100000,89,10.310000,10.000000,2,2.700000,1,True.
HI,105,415,401-7359,no,no,0,281.300000,124,47.820000,301.500000,96,25.630000,202.800000,109,9.130000,8.700000,3,2.350000,0,True.
MD,108,415,375-2184,yes,yes,42,130.100000,90,22.120000,167.000000,128,14.200000,244.700000,80,11.010000,13.600000,5,3.670000,3,True.
VA,90,415,367-6005,no,no,0,102.000000,118,17.340000,113.300000,134,9.630000,188.600000,105,8.490000,11.400000,3,3.080000,2,False.
IN,100,415,364-2166,no,yes,33,218.700000,104,37.180000,155.000000,144,13.180000,99.000000,117,4.460000,12.100000,4,3.270000,1,False.
OR,155,408,414-4741,no,yes,30,128.500000,86,21.850000,188.400000,91,16.010000,254.400000,85,11.450000,6.800000,6,1.840000,1,False.
AZ,113,510,403-9719,no,no,0,128.700000,100,21.880000,227.100000,67,19.300000,178.100000,135,8.010000,9.200000,4,2.480000,2,True.
WI,123,415,371-8452,no,no,0,172.200000,92,29.270000,162.600000,76,13.820000,250.300000,101,11.260000,8.700000,4,2.350000,1,False.
VA,145,408,392-6239,no,no,0,199.200000,124,33.860000,126.000000,86,10.710000,289.200000,135,13.010000,7.600000,3,2.050000,1,False.
MO,42,415,410-5250,no,no,0,184.500000,98,31.370000,200.500000,93,17.040000,279.200000,91,12.560000,8.800000,3,2.380000,2,False.
NV,125,510,336-1574,no,no,0,168.600000,99,28.660000,175.600000,107,14.930000,243.300000,92,10.950000,10.900000,7,2.940000,0,False.
HI,131,415,406-8324,no,yes,30,174.000000,118,29.580000,205.300000,81,17.450000,218.200000,90,9.820000,6.700000,3,1.810000,1,False.
WA,107,415,411-7110,no,no,0,230.400000,65,39.170000,257.400000,80,21.880000,107.300000,88,4.830000,8.500000,3,2.300000,1,False.
IL,48,408,341-9907,no,no,0,198.200000,73,33.690000,202.800000,115,17.240000,146.400000,73,6.590000,5.100000,5,1.380000,1,False.
IL,76,510,400-8952,no,no,0,186.100000,96,31.640000,211.600000,100,17.990000,230.600000,100,10.380000,8.000000,4,2.160000,0,False.
LA,128,415,333-9266,no,no,0,148.500000,105,25.250000,243.000000,106,20.660000,255.200000,114,11.480000,6.800000,2,1.840000,1,False.
WI,73,415,419-4894,no,no,0,157.100000,109,26.710000,268.800000,83,22.850000,181.500000,91,8.170000,10.000000,8,2.700000,0,False.
TX,52,415,364-9904,no,no,0,155.000000,110,26.350000,133.400000,104,11.340000,176.100000,84,7.920000,7.000000,4,1.890000,4,True.
MI,126,415,394-3048,yes,yes,26,129.300000,123,21.980000,176.500000,114,15.000000,154.500000,102,6.950000,9.600000,7,2.590000,1,False.
NC,124,415,352-6265,no,no,0,188.500000,77,32.050000,182.000000,123,15.470000,218.200000,127,9.820000,6.100000,6,1.650000,1,False.
WA,137,408,357-3187,no,no,0,208.800000,120,35.500000,225.300000,100,19.150000,221.600000,130,9.970000,11.100000,5,3.000000,0,False.
ND,71,510,373-8483,no,no,0,238.000000,82,40.460000,278.500000,94,23.670000,193.100000,134,8.690000,11.800000,10,3.190000,0,True.
NE,139,415,375-9930,no,no,0,211.100000,103,35.890000,206.900000,108,17.590000,193.900000,70,8.730000,5.600000,4,1.510000,0,False.
MS,107,510,352-6282,no,yes,30,198.900000,87,33.810000,207.000000,90,17.600000,159.800000,76,7.190000,12.600000,4,3.400000,3,False.
KY,147,408,396-2945,no,no,0,212.800000,79,36.180000,204.100000,91,17.350000,156.200000,113,7.030000,10.200000,2,2.750000,1,False.
RI,116,510,412-3527,no,no,0,137.400000,126,23.360000,120.000000,94,10.200000,130.300000,64,5.860000,12.400000,2,3.350000,3,False.
NY,60,510,328-4231,no,yes,31,191.800000,75,32.610000,267.800000,135,22.760000,200.500000,62,9.020000,12.800000,3,3.460000,2,False.
TX,38,510,413-9055,no,no,0,149.000000,92,25.330000,49.200000,78,4.180000,163.300000,93,7.350000,13.900000,11,3.750000,0,False.
DE,63,408,363-8755,no,no,0,117.100000,118,19.910000,249.600000,90,21.220000,162.200000,84,7.300000,11.100000,4,3.000000,3,False.
NM,94,415,388-8891,no,no,0,108.000000,79,18.360000,241.900000,152,20.560000,252.100000,92,11.340000,10.400000,3,2.810000,3,False.
RI,131,415,360-1776,no,no,0,112.800000,133,19.180000,199.400000,116,16.950000,142.700000,105,6.420000,10.100000,5,2.730000,0,False.
MS,158,510,411-3578,no,no,0,175.900000,105,29.900000,188.300000,88,16.010000,188.300000,98,8.470000,11.000000,6,2.970000,1,False.
NY,139,510,399-7268,no,no,0,236.600000,109,40.220000,169.900000,107,14.440000,212.300000,118,9.550000,11.100000,2,3.000000,1,True.
NE,77,415,350-1532,no,no,0,169.400000,102,28.800000,184.900000,144,15.720000,234.300000,89,10.540000,2.000000,7,0.540000,1,False.
WI,140,415,359-2197,no,no,0,129.600000,79,22.030000,246.200000,99,20.930000,172.100000,124,7.740000,9.400000,10,2.540000,3,False.
KY,72,408,407-9290,no,no,0,177.100000,97,30.110000,184.700000,105,15.700000,174.100000,94,7.830000,8.000000,6,2.160000,1,False.
SD,52,510,358-6672,no,yes,20,133.300000,63,22.660000,184.100000,123,15.650000,272.900000,107,12.280000,13.500000,2,3.650000,1,False.
VA,103,510,393-4621,no,no,0,167.800000,121,28.530000,212.900000,123,18.100000,208.200000,73,9.370000,13.000000,3,3.510000,5,False.
KS,74,415,336-7357,no,yes,32,174.600000,107,29.680000,310.600000,115,26.400000,234.700000,92,10.560000,9.000000,4,2.430000,1,False.
ND,124,415,351-1466,no,no,0,150.300000,101,25.550000,255.900000,112,21.750000,136.700000,62,6.150000,12.500000,4,3.380000,2,False.
CO,85,510,394-6668,no,yes,21,283.200000,110,48.140000,239.700000,108,20.370000,149.500000,80,6.730000,6.300000,1,1.700000,5,False.
KY,113,408,403-2673,no,yes,20,157.800000,83,26.830000,161.500000,56,13.730000,271.500000,100,12.220000,8.700000,2,2.350000,5,True.
WA,71,408,355-1735,no,no,0,141.200000,132,24.000000,149.100000,90,12.670000,171.400000,72,7.710000,7.000000,2,1.890000,2,False.
NV,177,415,416-7679,no,yes,27,230.200000,106,39.130000,196.100000,78,16.670000,215.400000,108,9.690000,10.400000,2,2.810000,1,False.
SC,49,415,340-4972,yes,no,0,237.800000,92,40.430000,208.900000,119,17.760000,167.800000,86,7.550000,15.600000,6,4.210000,2,True.
RI,106,510,417-4826,yes,no,0,204.000000,84,34.680000,168.500000,61,14.320000,164.000000,102,7.380000,13.300000,3,3.590000,3,True.
ID,60,510,408-6676,no,no,0,221.100000,106,37.590000,178.600000,48,15.180000,202.700000,90,9.120000,7.400000,3,2.000000,1,False.
KY,43,408,417-6683,no,no,0,177.200000,93,30.120000,142.600000,60,12.120000,314.100000,144,14.130000,12.700000,2,3.430000,4,False.
ME,66,510,331-6270,no,no,0,118.000000,133,20.060000,248.100000,99,21.090000,214.400000,122,9.650000,5.300000,5,1.430000,1,False.
SD,125,415,404-9754,no,no,0,163.800000,73,27.850000,255.600000,85,21.730000,192.900000,95,8.680000,15.700000,4,4.240000,0,False.
SC,114,510,364-9425,no,yes,4,141.300000,96,24.020000,230.400000,88,19.580000,223.700000,85,10.070000,9.400000,3,2.540000,3,False.
TN,112,415,339-6477,no,no,0,272.500000,119,46.330000,226.100000,94,19.220000,159.100000,94,7.160000,16.400000,5,4.430000,3,True.
MT,101,408,362-2787,no,yes,16,118.900000,112,20.210000,228.300000,97,19.410000,180.100000,111,8.100000,8.200000,5,2.210000,2,False.
WI,70,415,405-9233,no,no,0,7.900000,100,1.340000,136.400000,83,11.590000,156.600000,89,7.050000,12.100000,1,3.270000,0,False.
AK,59,408,416-1845,no,no,0,159.500000,96,27.120000,167.200000,123,14.210000,138.600000,106,6.240000,10.200000,4,2.750000,0,False.
AZ,59,408,385-9657,no,no,0,150.200000,70,25.530000,185.700000,98,15.780000,212.500000,128,9.560000,12.100000,2,3.270000,1,False.
MT,124,415,420-5652,no,yes,30,144.500000,35,24.570000,262.300000,101,22.300000,226.500000,82,10.190000,12.000000,7,3.240000,2,False.
DE,99,415,415-1141,no,no,0,140.700000,88,23.920000,210.900000,98,17.930000,229.900000,125,10.350000,12.400000,4,3.350000,2,False.
VA,150,510,334-5634,no,no,0,169.200000,123,28.760000,216.800000,83,18.430000,179.400000,107,8.070000,12.600000,3,3.400000,1,False.
MA,81,510,403-4200,no,no,0,220.800000,77,37.540000,148.500000,87,12.620000,183.900000,100,8.280000,7.600000,3,2.050000,2,False.
IN,86,510,357-7893,no,no,0,216.300000,96,36.770000,266.300000,77,22.640000,214.000000,110,9.630000,4.500000,3,1.220000,0,False.
MD,84,510,369-2899,no,no,0,169.500000,96,28.820000,157.600000,94,13.400000,98.200000,70,4.420000,10.600000,7,2.860000,0,False.
